Source Table Name,Start Date,End Date,Quantity,Revenue [multi-ccy],Currency (use),Country,BN Identifier,epub ISBN,Paperback ISBN,Apple Identifier,ASIN,KDP - Royalty Type,Type,List Price [multi-ccy],ISBN Hardcover (use),Unit Revenue,Revenue [USD],Author,Title
Encore,5/1/15,5/31/15,2,2.62,USD,United States,,,,,B00TG14ZHS,,KOLL,,,,2.62,Angel Sefer,Spellbound in His Arms
Encore,5/1/15,5/31/15,25,32.73,USD,United States,,,,,B00TG14ZHS,,KINDLE,,,,32.73,Angel Sefer,Spellbound in His Arms
Encore,5/1/15,5/31/15,26,34.04,USD,United States,,,,,B00TG14ZHS,,KU,,,,34.04,Angel Sefer,Spellbound in His Arms
Encore,5/1/15,5/31/15,1,1.33,USD,Australia,,,,,B00TG14ZHS,,KINDLE,,,,1.33,Angel Sefer,Spellbound in His Arms
Encore,5/1/15,5/31/15,1,1.02,GBP,United Kingdom,,,,,B00TG14ZHS,,KOLL,,,,1.558917,Angel Sefer,Spellbound in His Arms
Encore,5/1/15,5/31/15,4,4.07,GBP,United Kingdom,,,,,B00TG14ZHS,,KINDLE,,,,6.2203845,Angel Sefer,Spellbound in His Arms
Encore,5/1/15,5/31/15,5,5.09,GBP,United Kingdom,,,,,B00TG14ZHS,,KU,,,,7.7793015,Angel Sefer,Spellbound in His Arms
Encore,5/1/15,5/31/15,7,5.03,USD,United States,,,,,B00U9WWU5W,,KU,,,,5.03,Tiffany Pitts,Double Blind
Encore,5/1/15,5/31/15,93,66.87,USD,United States,,,,,B00U9WWU5W,,KINDLE,,,,66.87,Tiffany Pitts,Double Blind
Encore,5/1/15,5/31/15,3,3.06,GBP,United Kingdom,,,,,B00U9WWU5W,,KINDLE,,,,4.676751,Tiffany Pitts,Double Blind
Encore,5/1/15,5/31/15,18,12.54,USD,United States,,,,,9.78162E+12,,KINDLE,,,,12.54,Gale Martin,Who Killed 'Tom Jones'?
Encore,5/1/15,5/31/15,3,2.09,USD,United States,,,,,9.78162E+12,,KOLL,,,,2.09,Gale Martin,Who Killed 'Tom Jones'?
Encore,5/1/15,5/31/15,4,2.79,USD,United States,,,,,9.78162E+12,,KU,,,,2.79,Gale Martin,Who Killed 'Tom Jones'?
Encore,5/1/15,5/31/15,15,12.46,USD,United States,,,,,B00TG14YVA,,KOLL,,,,12.46,Lisa Fernow,Dead on Her Feet
Encore,5/1/15,5/31/15,76,63.12,USD,United States,,,,,B00TG14YVA,,KU,,,,63.12,Lisa Fernow,Dead on Her Feet
Encore,5/1/15,5/31/15,192,159.47,USD,United States,,,,,B00TG14YVA,,KINDLE,,,,159.47,Lisa Fernow,Dead on Her Feet
